geo_id,date,region,orders,sessions,revenue,spend,eligible_users,conversion_rate,synthetic_market_name
mkt_001,2025-01-19,Northeast,530,11879,48420.3,3617.59,10658,0.04972790392193657,Synthetic Market 001
mkt_001,2025-01-20,Northeast,406,11620,34712.68,3441.05,9063,0.044797528412225535,Synthetic Market 001
mkt_001,2025-01-21,Northeast,446,11693,39378.51,3893.69,9547,0.04671624594113334,Synthetic Market 001
mkt_001,2025-01-22,Northeast,452,12467,39922.16,3772.82,10130,0.04461994076999013,Synthetic Market 001
mkt_001,2025-01-23,Northeast,495,12583,48041.76,3135.84,11038,0.04484508063054901,Synthetic Market 001
mkt_001,2025-01-24,Northeast,404,11568,36791.28,3697.63,9164,0.044085552160628545,Synthetic Market 001
mkt_001,2025-01-25,Northeast,430,11768,36663.82,3199.37,9572,0.044922691182615965,Synthetic Market 001
mkt_001,2025-01-26,Northeast,468,13116,43998.0,3359.71,10644,0.043968432919954906,Synthetic Market 001
mkt_001,2025-01-27,Northeast,448,11629,39549.93,3977.75,10180,0.04400785854616896,Synthetic Market 001
mkt_001,2025-01-28,Northeast,444,12037,41169.8,3739.28,10363,0.042844736080285634,Synthetic Market 001
mkt_001,2025-01-29,Northeast,453,11369,39457.65,3303.34,9566,0.04735521639138616,Synthetic Market 001
mkt_001,2025-01-30,Northeast,469,11406,43137.06,3793.22,10150,0.046206896551724136,Synthetic Market 001
mkt_001,2025-01-31,Northeast,539,12513,51825.58,3220.54,10321,0.05222362174207926,Synthetic Market 001
mkt_001,2025-02-01,Northeast,542,13999,47479.51,3881.74,11640,0.04656357388316151,Synthetic Market 001
mkt_001,2025-02-02,Northeast,481,12555,42171.15,3993.1,10272,0.04682632398753894,Synthetic Market 001
mkt_001,2025-02-03,Northeast,457,11673,42769.21,3299.83,9125,0.05008219178082192,Synthetic Market 001
mkt_001,2025-02-04,Northeast,453,11960,40191.48,3739.35,9974,0.045418087026268296,Synthetic Market 001
mkt_001,2025-02-05,Northeast,437,10885,38000.25,3896.74,9599,0.045525575580789665,Synthetic Market 001
mkt_001,2025-02-06,Northeast,503,12536,45450.93,4006.11,10794,0.046599962942375395,Synthetic Market 001
mkt_001,2025-02-07,Northeast,519,10870,47782.09,3493.59,10177,0.05099734695882873,Synthetic Market 001
mkt_001,2025-02-08,Northeast,568,13464,52607.08,3515.6,11487,0.04944720118394707,Synthetic Market 001
mkt_001,2025-02-09,Northeast,541,13054,48736.13,3692.64,11264,0.048029119318181816,Synthetic Market 001
mkt_001,2025-02-10,Northeast,453,11000,41236.69,3698.08,9368,0.04835610589239966,Synthetic Market 001
mkt_001,2025-02-11,Northeast,522,11486,43805.72,4180.1,10444,0.049980850248946766,Synthetic Market 001
mkt_001,2025-02-12,Northeast,493,11384,44447.89,3788.85,9912,0.04973769168684423,Synthetic Market 001
mkt_001,2025-02-13,Northeast,500,12662,43613.49,2708.28,11435,0.043725404459991256,Synthetic Market 001
mkt_001,2025-02-14,Northeast,478,12051,42984.17,3692.91,10272,0.046534267912772584,Synthetic Market 001
mkt_001,2025-02-15,Northeast,475,12591,41433.21,3882.72,10878,0.04366611509468652,Synthetic Market 001
mkt_001,2025-02-16,Northeast,525,12141,43268.58,3505.03,10985,0.04779244424214838,Synthetic Market 001
mkt_001,2025-02-17,Northeast,432,11711,38068.22,4071.58,9536,0.04530201342281879,Synthetic Market 001
mkt_001,2025-02-18,Northeast,547,12950,47990.21,4002.21,12066,0.04533399635338969,Synthetic Market 001
mkt_001,2025-02-19,Northeast,526,11961,48631.58,3953.66,11104,0.04737031700288184,Synthetic Market 001
mkt_001,2025-02-20,Northeast,434,12287,39411.01,3588.74,10351,0.04192831610472418,Synthetic Market 001
mkt_001,2025-02-21,Northeast,474,11766,42052.88,4076.77,11054,0.04288040528315542,Synthetic Market 001
mkt_001,2025-02-22,Northeast,481,12213,40693.11,3707.16,10180,0.04724950884086444,Synthetic Market 001
mkt_001,2025-02-23,Northeast,569,14593,52860.45,3454.61,13143,0.04329300768469908,Synthetic Market 001
mkt_001,2025-02-24,Northeast,447,11530,37134.52,3928.84,10112,0.04420490506329114,Synthetic Market 001
mkt_001,2025-02-25,Northeast,435,11845,38129.57,4098.54,10132,0.04293328069482827,Synthetic Market 001
mkt_001,2025-02-26,Northeast,501,13372,47146.89,3857.74,11562,0.04333160352880124,Synthetic Market 001
mkt_001,2025-02-27,Northeast,399,11902,37933.85,3652.81,9373,0.04256908140403286,Synthetic Market 001
mkt_001,2025-02-28,Northeast,519,12839,50220.2,3792.47,11416,0.045462508759635596,Synthetic Market 001
mkt_001,2025-03-01,Northeast,471,11699,43019.79,4027.33,10224,0.04606807511737089,Synthetic Market 001
mkt_001,2025-03-02,Northeast,590,12466,54596.68,3755.12,11713,0.05037138222487834,Synthetic Market 001
mkt_001,2025-03-03,Northeast,475,12345,44550.76,3816.14,10009,0.04745728844040364,Synthetic Market 001
mkt_001,2025-03-04,Northeast,442,12391,36515.04,3925.67,10425,0.04239808153477218,Synthetic Market 001
mkt_001,2025-03-05,Northeast,528,12320,47116.59,3934.63,11075,0.047674943566591424,Synthetic Market 001
mkt_001,2025-03-06,Northeast,476,13300,43997.88,3406.04,11153,0.04267909979377746,Synthetic Market 001
mkt_001,2025-03-07,Northeast,514,13351,43337.37,3902.24,10556,0.04869268662372111,Synthetic Market 001
mkt_001,2025-03-08,Northeast,582,12956,53948.5,3714.88,11463,0.05077204920177964,Synthetic Market 001
mkt_001,2025-03-09,Northeast,506,13131,45298.44,4064.56,10256,0.04933697347893916,Synthetic Market 001
mkt_001,2025-03-10,Northeast,468,11759,41464.84,4061.28,9739,0.04805421501180819,Synthetic Market 001
mkt_001,2025-03-11,Northeast,454,11947,41358.73,3568.44,9574,0.0474200960935868,Synthetic Market 001
mkt_001,2025-03-12,Northeast,522,13325,46795.13,3975.37,11369,0.04591432843697775,Synthetic Market 001
mkt_001,2025-03-13,Northeast,479,11787,40286.21,4089.21,10106,0.0473975855927172,Synthetic Market 001
mkt_001,2025-03-14,Northeast,490,12523,46666.88,3227.63,9971,0.049142513288536756,Synthetic Market 001
mkt_001,2025-03-15,Northeast,433,13240,35343.39,3508.63,10565,0.04098438239469948,Synthetic Market 001
mkt_001,2025-03-16,Northeast,624,13611,55840.29,4098.72,12210,0.05110565110565111,Synthetic Market 001
mkt_001,2025-03-17,Northeast,458,12255,38411.12,4091.81,9866,0.04642205554429353,Synthetic Market 001
mkt_001,2025-03-18,Northeast,457,11577,39493.15,4161.74,9642,0.04739680564198299,Synthetic Market 001
mkt_001,2025-03-19,Northeast,436,13135,37568.82,3397.93,10396,0.04193920738745671,Synthetic Market 001
mkt_001,2025-03-20,Northeast,511,12796,46419.98,3777.28,10511,0.04861573589572828,Synthetic Market 001
mkt_001,2025-03-21,Northeast,499,12194,45674.61,4009.91,10943,0.04559992689390478,Synthetic Market 001
mkt_001,2025-03-22,Northeast,589,14657,52250.93,3433.83,13363,0.0440769288333458,Synthetic Market 001
mkt_001,2025-03-23,Northeast,513,12757,46791.09,3322.51,11486,0.04466306808288351,Synthetic Market 001
mkt_001,2025-03-24,Northeast,513,13835,42980.07,3410.32,12453,0.041194892796916405,Synthetic Market 001
mkt_001,2025-03-25,Northeast,437,12523,40273.7,3865.15,9885,0.04420839656044512,Synthetic Market 001
mkt_001,2025-03-26,Northeast,498,12542,41774.31,3367.07,11068,0.044994578966389594,Synthetic Market 001
mkt_001,2025-03-27,Northeast,466,12566,45778.64,4063.77,10479,0.044469892165282944,Synthetic Market 001
mkt_001,2025-03-28,Northeast,572,12655,53317.82,3771.09,10980,0.05209471766848816,Synthetic Market 001
mkt_001,2025-03-29,Northeast,504,14186,46977.72,2859.99,11484,0.0438871473354232,Synthetic Market 001
mkt_001,2025-03-30,Northeast,534,14245,45294.58,4263.49,11246,0.047483549706562336,Synthetic Market 001
mkt_001,2025-03-31,Northeast,382,11279,35692.34,3554.03,8856,0.043134598012646796,Synthetic Market 001
mkt_001,2025-04-01,Northeast,489,12506,44391.27,3676.22,10652,0.04590687194892978,Synthetic Market 001
mkt_001,2025-04-02,Northeast,505,12463,40594.57,3938.48,10874,0.046441052050763286,Synthetic Market 001
mkt_001,2025-04-03,Northeast,511,12900,44411.18,3453.14,11854,0.04310781170912772,Synthetic Market 001
mkt_001,2025-04-04,Northeast,508,12442,47031.35,3847.83,11026,0.046072918556140034,Synthetic Market 001
mkt_001,2025-04-05,Northeast,548,13607,46268.23,4314.94,12690,0.04318360914105595,Synthetic Market 001
mkt_001,2025-04-06,Northeast,632,15462,57863.88,4071.21,12723,0.049673819067829916,Synthetic Market 001
mkt_001,2025-04-07,Northeast,447,12525,39601.34,4048.76,10029,0.0445707448399641,Synthetic Market 001
mkt_001,2025-04-08,Northeast,473,12255,42373.17,3759.58,9659,0.048969872657625015,Synthetic Market 001
mkt_001,2025-04-09,Northeast,440,12131,40269.06,3836.76,10072,0.043685464654487687,Synthetic Market 001
mkt_001,2025-04-10,Northeast,651,13248,57539.24,3642.16,12431,0.05236907730673317,Synthetic Market 001
mkt_001,2025-04-11,Northeast,492,12442,44553.71,4184.27,10727,0.04586557285354712,Synthetic Market 001
mkt_001,2025-04-12,Northeast,519,13054,42617.42,4172.82,11206,0.04631447438872033,Synthetic Market 001
mkt_001,2025-04-13,Northeast,524,13654,48610.14,3980.53,11857,0.04419330353377752,Synthetic Market 001
mkt_001,2025-04-14,Northeast,475,11696,42694.49,4357.23,10374,0.045787545787545784,Synthetic Market 001
mkt_001,2025-04-15,Northeast,527,14501,46453.67,3942.55,12463,0.042285164085693654,Synthetic Market 001
mkt_001,2025-04-16,Northeast,475,12286,44068.43,3987.05,11392,0.04169592696629214,Synthetic Market 001
mkt_001,2025-04-17,Northeast,568,13493,50883.78,4477.99,12316,0.046118869762910034,Synthetic Market 001
mkt_001,2025-04-18,Northeast,455,12995,43742.7,3640.3,10598,0.042932628797886396,Synthetic Market 001
mkt_001,2025-04-19,Northeast,572,14044,48459.2,3681.1,11715,0.048826291079812206,Synthetic Market 001
mkt_001,2025-04-20,Northeast,506,14098,43933.06,3740.36,11776,0.04296875,Synthetic Market 001
mkt_001,2025-04-21,Northeast,445,11488,37850.5,4001.89,10714,0.04153444091842449,Synthetic Market 001
mkt_001,2025-04-22,Northeast,529,13312,47275.95,4107.43,12071,0.04382404109021622,Synthetic Market 001
mkt_001,2025-04-23,Northeast,525,12971,45385.5,3778.48,10970,0.047857793983591614,Synthetic Market 001
mkt_001,2025-04-24,Northeast,487,12782,42298.22,4330.03,10879,0.04476514385513374,Synthetic Market 001
mkt_001,2025-04-25,Northeast,498,11825,45923.01,3993.05,10990,0.04531392174704277,Synthetic Market 001
mkt_001,2025-04-26,Northeast,552,13033,45412.76,3794.8,11931,0.04626602967060599,Synthetic Market 001
mkt_001,2025-04-27,Northeast,567,13843,50906.57,4284.5,12708,0.04461756373937677,Synthetic Market 001
mkt_001,2025-04-28,Northeast,510,12164,47195.5,3353.75,10131,0.05034053893988748,Synthetic Market 001
mkt_001,2025-04-29,Northeast,444,12291,40928.24,3170.69,9964,0.04456041750301084,Synthetic Market 001
mkt_001,2025-04-30,Northeast,412,12005,38821.35,3328.36,9517,0.043290953031417466,Synthetic Market 001
mkt_001,2025-05-01,Northeast,566,12570,49121.18,3652.64,10810,0.05235892691951896,Synthetic Market 001
mkt_001,2025-05-02,Northeast,460,12176,41572.7,3655.0,10233,0.044952604319358935,Synthetic Market 001
mkt_001,2025-05-03,Northeast,447,12121,40229.14,4217.77,9552,0.0467964824120603,Synthetic Market 001
mkt_001,2025-05-04,Northeast,653,14632,62983.59,3994.93,13664,0.04778981264637002,Synthetic Market 001
mkt_001,2025-05-05,Northeast,515,12868,46065.69,4137.91,11194,0.046006789351438274,Synthetic Market 001
mkt_001,2025-05-06,Northeast,557,12903,53129.22,3839.66,11661,0.04776605779950262,Synthetic Market 001
mkt_001,2025-05-07,Northeast,522,13197,45349.19,3852.48,10439,0.05000478973081713,Synthetic Market 001
mkt_001,2025-05-08,Northeast,475,12217,43378.14,3391.2,10140,0.04684418145956608,Synthetic Market 001
mkt_001,2025-05-09,Northeast,420,11532,39785.61,3947.3,9325,0.04504021447721179,Synthetic Market 001
mkt_001,2025-05-10,Northeast,603,14275,55671.41,3957.04,13112,0.04598840756558877,Synthetic Market 001
mkt_001,2025-05-11,Northeast,523,13255,49419.41,3397.13,10531,0.049662900009495775,Synthetic Market 001
mkt_001,2025-05-12,Northeast,425,11319,38155.2,3865.15,8830,0.04813137032842582,Synthetic Market 001
mkt_001,2025-05-13,Northeast,486,12347,47649.94,3619.0,10932,0.04445664105378705,Synthetic Market 001
mkt_001,2025-05-14,Northeast,513,12325,47866.72,3856.96,11535,0.04447334200260078,Synthetic Market 001
mkt_001,2025-05-15,Northeast,424,11567,37250.21,3554.51,9370,0.04525080042689435,Synthetic Market 001
mkt_001,2025-05-16,Northeast,450,11737,38632.35,4011.71,9639,0.04668534080298786,Synthetic Market 001
mkt_001,2025-05-17,Northeast,538,14604,49643.73,3922.77,12416,0.04333118556701031,Synthetic Market 001
mkt_001,2025-05-18,Northeast,605,14567,57753.79,4255.47,13128,0.046084704448507006,Synthetic Market 001
mkt_001,2025-05-19,Northeast,515,11788,41981.07,4178.37,10865,0.04739990796134377,Synthetic Market 001
mkt_001,2025-05-20,Northeast,526,11855,48347.83,3820.85,11134,0.04724268007903718,Synthetic Market 001
mkt_001,2025-05-21,Northeast,505,12154,44985.57,3488.17,11012,0.0458590628405376,Synthetic Market 001
mkt_001,2025-05-22,Northeast,537,13630,49082.61,3660.94,11881,0.04519821563841427,Synthetic Market 001
mkt_001,2025-05-23,Northeast,435,12539,41061.12,4269.58,9923,0.043837549128287814,Synthetic Market 001
mkt_001,2025-05-24,Northeast,516,12536,47191.53,3680.07,11608,0.04445210199862164,Synthetic Market 001
mkt_001,2025-05-25,Northeast,502,13217,47090.44,4307.49,10449,0.04804287491625993,Synthetic Market 001
mkt_001,2025-05-26,Northeast,398,10970,36042.3,3641.64,8762,0.045423419310659664,Synthetic Market 001
mkt_001,2025-05-27,Northeast,473,11146,39234.04,3536.57,9887,0.04784059876605644,Synthetic Market 001
mkt_001,2025-05-28,Northeast,474,10841,43072.28,3534.2,9753,0.048600430636727164,Synthetic Market 001
mkt_001,2025-05-29,Northeast,454,11188,42680.98,3565.53,9297,0.048832956867806816,Synthetic Market 001
mkt_001,2025-05-30,Northeast,466,11652,41968.69,3391.39,10322,0.04514628947878318,Synthetic Market 001
mkt_001,2025-05-31,Northeast,584,13635,48660.43,3769.74,11709,0.04987616363481083,Synthetic Market 001
mkt_001,2025-06-01,Northeast,464,12422,39598.74,3088.21,10165,0.04564682734874569,Synthetic Market 001
mkt_001,2025-06-02,Northeast,575,13049,49041.81,4035.66,11640,0.04939862542955326,Synthetic Market 001
mkt_001,2025-06-03,Northeast,484,12372,39797.91,4011.48,10568,0.04579863739591219,Synthetic Market 001
mkt_001,2025-06-04,Northeast,583,13136,49563.39,3687.07,12232,0.047661870503597124,Synthetic Market 001
mkt_001,2025-06-05,Northeast,564,11737,50016.3,3505.98,10851,0.05197677633397844,Synthetic Market 001
mkt_001,2025-06-06,Northeast,482,12228,43262.74,3914.05,10551,0.045682873661264334,Synthetic Market 001
mkt_001,2025-06-07,Northeast,546,13468,50480.5,3709.37,10751,0.05078597339782346,Synthetic Market 001
mkt_001,2025-06-08,Northeast,498,11712,45081.76,3874.35,10553,0.04719037240595091,Synthetic Market 001
mkt_001,2025-06-09,Northeast,463,11706,43705.78,3561.12,10032,0.04615231259968102,Synthetic Market 001
mkt_001,2025-06-10,Northeast,476,11653,42768.3,3910.29,9610,0.049531737773152965,Synthetic Market 001
mkt_001,2025-06-11,Northeast,479,12543,39701.97,3839.11,10226,0.04684138470565226,Synthetic Market 001
mkt_001,2025-06-12,Northeast,406,11375,39022.84,3313.34,9431,0.04304951754851023,Synthetic Market 001
mkt_001,2025-06-13,Northeast,564,13505,49602.53,3773.11,12376,0.04557207498383969,Synthetic Market 001
mkt_001,2025-06-14,Northeast,442,12708,40398.51,3452.04,10137,0.04360264378021111,Synthetic Market 001
mkt_001,2025-06-15,Northeast,548,12699,51025.8,3521.88,11917,0.045984727699924476,Synthetic Market 001
mkt_001,2025-06-16,Northeast,444,10893,42632.91,3838.79,10156,0.043717999212288305,Synthetic Market 001
mkt_001,2025-06-17,Northeast,404,11125,37052.74,3590.73,9193,0.043946481018166,Synthetic Market 001
mkt_001,2025-06-18,Northeast,433,11306,39222.97,3421.34,9752,0.044401148482362596,Synthetic Market 001
mkt_001,2025-06-19,Northeast,435,10822,38434.89,4120.02,9901,0.04393495606504393,Synthetic Market 001
mkt_001,2025-06-20,Northeast,383,10621,35480.37,3701.0,8443,0.04536302262229065,Synthetic Market 001
mkt_001,2025-06-21,Northeast,530,12035,48841.63,3179.96,11114,0.04768760122368184,Synthetic Market 001
mkt_001,2025-06-22,Northeast,514,12770,45215.98,3397.9,10581,0.048577639164540214,Synthetic Market 001
mkt_001,2025-06-23,Northeast,556,12144,49940.06,3434.49,10544,0.05273141122913505,Synthetic Market 001
mkt_001,2025-06-24,Northeast,468,10705,40657.45,3431.81,10050,0.046567164179104475,Synthetic Market 001
mkt_001,2025-06-25,Northeast,411,10837,39270.56,3183.49,9508,0.04322675641564998,Synthetic Market 001
mkt_001,2025-06-26,Northeast,428,11285,38080.05,3382.63,9107,0.046996815636323706,Synthetic Market 001
mkt_001,2025-06-27,Northeast,443,11369,38530.28,3714.21,8974,0.04936483173612659,Synthetic Market 001
mkt_001,2025-06-28,Northeast,471,12691,40138.9,3092.02,10672,0.044134182908545726,Synthetic Market 001
mkt_001,2025-06-29,Northeast,414,11724,37278.4,3816.99,9171,0.045142296368989206,Synthetic Market 001
mkt_001,2025-06-30,Northeast,476,11429,45577.23,3232.5,10378,0.045866255540566586,Synthetic Market 001
mkt_001,2025-07-01,Northeast,416,11007,40940.87,3195.98,8607,0.0483327524108284,Synthetic Market 001
mkt_001,2025-07-02,Northeast,436,10819,37898.42,3152.45,8735,0.0499141385231826,Synthetic Market 001
mkt_001,2025-07-03,Northeast,446,10522,42728.39,3002.86,9357,0.0476648498450358,Synthetic Market 001
mkt_001,2025-07-04,Northeast,367,10735,34355.59,3359.93,8426,0.04355566104913364,Synthetic Market 001
mkt_001,2025-07-05,Northeast,466,11809,44646.87,3335.35,10457,0.04456345032035957,Synthetic Market 001
mkt_001,2025-07-06,Northeast,544,12332,46481.81,3199.22,11205,0.04854975457385096,Synthetic Market 001
mkt_001,2025-07-07,Northeast,420,10513,40139.62,3299.7,9409,0.04463811244553088,Synthetic Market 001
mkt_001,2025-07-08,Northeast,430,11844,40902.88,3449.58,9808,0.04384176182707993,Synthetic Market 001
mkt_001,2025-07-09,Northeast,470,10636,43763.24,3663.39,9829,0.047817682368501375,Synthetic Market 001
mkt_001,2025-07-10,Northeast,392,10878,35517.12,3711.93,8979,0.043657422875598616,Synthetic Market 001
mkt_001,2025-07-11,Northeast,388,10330,35392.6,3535.38,9305,0.04169801182160129,Synthetic Market 001
mkt_001,2025-07-12,Northeast,418,11931,36544.99,3323.16,10030,0.041674975074775675,Synthetic Market 001
mkt_001,2025-07-13,Northeast,409,11690,36902.65,2861.62,10158,0.040263831462886396,Synthetic Market 001
mkt_001,2025-07-14,Northeast,382,10827,35610.0,3486.12,8889,0.042974462819214757,Synthetic Market 001
mkt_001,2025-07-15,Northeast,373,10353,30502.93,3465.67,8415,0.04432560903149139,Synthetic Market 001
mkt_001,2025-07-16,Northeast,442,11189,41823.82,3033.4,9779,0.04519889559259638,Synthetic Market 001
mkt_001,2025-07-17,Northeast,470,10469,41741.28,3325.82,9284,0.05062473071951745,Synthetic Market 001
mkt_001,2025-07-18,Northeast,423,11367,38418.69,3402.04,10136,0.04173243883188635,Synthetic Market 001
mkt_001,2025-07-19,Northeast,444,11428,39995.74,3272.68,10095,0.04398216939078752,Synthetic Market 001
mkt_001,2025-07-20,Northeast,471,12483,42334.51,3942.32,10579,0.044522166556385294,Synthetic Market 001
mkt_001,2025-07-21,Northeast,403,10690,34841.63,2560.44,8965,0.044952593418851085,Synthetic Market 001
mkt_001,2025-07-22,Northeast,436,11668,41219.44,2695.24,9990,0.04364364364364364,Synthetic Market 001
mkt_001,2025-07-23,Northeast,371,10461,33183.11,2945.94,8570,0.04329054842473746,Synthetic Market 001
mkt_001,2025-07-24,Northeast,396,10709,36079.38,3474.18,8568,0.046218487394957986,Synthetic Market 001
mkt_001,2025-07-25,Northeast,399,10343,34520.62,3247.96,9342,0.04271034039820167,Synthetic Market 001
mkt_001,2025-07-26,Northeast,446,11114,43206.31,3099.94,9265,0.04813815434430653,Synthetic Market 001
mkt_001,2025-07-27,Northeast,504,12474,47794.1,3626.58,10409,0.0484196368527236,Synthetic Market 001
mkt_001,2025-07-28,Northeast,422,11085,38351.95,3174.55,8982,0.04698285459808506,Synthetic Market 001
mkt_001,2025-07-29,Northeast,461,10739,40913.32,3195.56,9840,0.04684959349593496,Synthetic Market 001
mkt_001,2025-07-30,Northeast,529,11496,42602.14,3473.59,10582,0.04999054999054999,Synthetic Market 001
mkt_001,2025-07-31,Northeast,410,10452,38749.65,3462.89,8927,0.04592808334266831,Synthetic Market 001
mkt_001,2025-08-01,Northeast,434,9823,37209.49,2956.03,8761,0.04953772400410912,Synthetic Market 001
mkt_001,2025-08-02,Northeast,428,11376,36360.93,3305.23,9056,0.04726148409893993,Synthetic Market 001
mkt_001,2025-08-03,Northeast,497,11112,48227.36,2965.08,9921,0.05009575647616168,Synthetic Market 001
mkt_001,2025-08-04,Northeast,426,10124,36404.85,2805.66,8557,0.04978380273460325,Synthetic Market 001
mkt_001,2025-08-05,Northeast,349,10199,29396.02,3058.11,7966,0.04381119758975646,Synthetic Market 001
mkt_001,2025-08-06,Northeast,493,10525,44915.08,3240.39,9775,0.050434782608695654,Synthetic Market 001
mkt_001,2025-08-07,Northeast,417,10796,36327.43,3376.97,9326,0.044713703624276215,Synthetic Market 001
mkt_001,2025-08-08,Northeast,439,10506,38885.16,2664.13,9298,0.04721445472144547,Synthetic Market 001
mkt_002,2025-01-01,Southeast,660,11692,49027.27,3341.85,10896,0.0605726872246696,Synthetic Market 002
mkt_002,2025-01-02,Southeast,714,12293,51098.01,3231.98,10871,0.06567933032839665,Synthetic Market 002
mkt_002,2025-01-03,Southeast,700,12130,46202.98,3771.34,11127,0.06291003864473803,Synthetic Market 002
mkt_002,2025-01-04,Southeast,681,13194,43889.86,4155.79,11042,0.061673609853287445,Synthetic Market 002
mkt_002,2025-01-05,Southeast,736,12051,53181.93,4189.12,10857,0.06779036566270609,Synthetic Market 002
mkt_002,2025-01-06,Southeast,752,12232,49969.64,4155.79,10762,0.06987548782754135,Synthetic Market 002
mkt_002,2025-01-07,Southeast,634,11701,44945.47,3684.15,9461,0.06701194376915759,Synthetic Market 002
mkt_002,2025-01-08,Southeast,695,12191,46441.86,3268.84,10214,0.06804386136675152,Synthetic Market 002
mkt_002,2025-01-09,Southeast,659,11399,40974.71,3660.23,9795,0.06727922409392548,Synthetic Market 002
mkt_002,2025-01-10,Southeast,750,12763,54320.83,3608.78,10506,0.0713877784123358,Synthetic Market 002
mkt_002,2025-01-11,Southeast,827,13689,51522.07,3396.08,11801,0.07007880688077281,Synthetic Market 002
mkt_002,2025-01-12,Southeast,718,12378,48549.12,4080.58,10817,0.06637699916797633,Synthetic Market 002
mkt_002,2025-01-13,Southeast,595,10995,41239.72,3662.96,8807,0.06755989553764051,Synthetic Market 002
mkt_002,2025-01-14,Southeast,719,12363,48397.85,3304.1,11464,0.06271807397069086,Synthetic Market 002
mkt_002,2025-01-15,Southeast,686,12343,44951.36,3828.7,10808,0.06347150259067358,Synthetic Market 002
mkt_002,2025-01-16,Southeast,656,11903,46189.28,3719.7,10022,0.06545599680702455,Synthetic Market 002
mkt_002,2025-01-17,Southeast,741,12921,51518.83,3570.98,11705,0.06330627936779154,Synthetic Market 002
mkt_002,2025-01-18,Southeast,745,14573,53768.08,3752.73,12666,0.058818885204484445,Synthetic Market 002
mkt_002,2025-01-19,Southeast,847,12797,57397.77,3501.3,11895,0.07120638923917612,Synthetic Market 002
mkt_002,2025-01-20,Southeast,604,11121,38827.16,3134.7,10135,0.05959546127281697,Synthetic Market 002
mkt_002,2025-01-21,Southeast,676,12535,47113.67,3144.2,10780,0.062708719851577,Synthetic Market 002
mkt_002,2025-01-22,Southeast,644,12463,43256.72,3120.03,11243,0.05728008538646269,Synthetic Market 002
mkt_002,2025-01-23,Southeast,696,12054,48835.08,2863.51,11328,0.0614406779661017,Synthetic Market 002
mkt_002,2025-01-24,Southeast,646,12636,41739.09,2612.36,10249,0.06303053956483559,Synthetic Market 002
mkt_002,2025-01-25,Southeast,716,13027,43215.2,3415.04,11132,0.0643190801293568,Synthetic Market 002
mkt_002,2025-01-26,Southeast,810,12970,49392.88,3579.04,11744,0.06897138964577657,Synthetic Market 002
mkt_002,2025-01-27,Southeast,663,12503,45296.59,3937.16,10316,0.06426909654905003,Synthetic Market 002
mkt_002,2025-01-28,Southeast,603,11447,38758.7,3901.51,9596,0.06283868278449353,Synthetic Market 002
mkt_002,2025-01-29,Southeast,645,10886,45359.04,3999.91,9299,0.06936229702118507,Synthetic Market 002
mkt_002,2025-01-30,Southeast,666,11441,42496.11,3286.75,10488,0.06350114416475973,Synthetic Market 002
mkt_002,2025-01-31,Southeast,690,12398,46134.48,3822.06,11164,0.061805804371193124,Synthetic Market 002
mkt_002,2025-02-01,Southeast,721,13643,53606.32,3577.98,11755,0.06133560187154402,Synthetic Market 002
mkt_002,2025-02-02,Southeast,717,13219,47688.97,4050.8,11689,0.06133972110531269,Synthetic Market 002
